Class,Superorder,Order,Family,Genus,species_binomial,EDGE.Scientific.name,OldRLCategory,OldRLYear,GSTPRLCategory,GSTRLYear,MaxLinearDimension,MeasurementType,BodySizeClass,length.weight.a,length.weight.b,mass_50,mass_75,mass_max
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinidae,Rhynchobatus,Rhynchobatus palpebratus,Rhynchobatus palpebratus,NE,NA,NT,2018,262,TL,large,0.00389,3.12,15697.70068,55621.2535,136473.9087
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinidae,Rhynchobatus,Rhynchobatus springeri,Rhynchobatus springeri,VU,2006,CR,2018,213,TL,medium,0.00389,3.12,8227.736556,29153.1244,71530.94524
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinidae,Rhynchorhina,Rhynchorhina mauritaniensis,NA,NE,NA,CR,2018,275,TL,large,0.00389,3.12,18258.03434,64693.217,158733.1395
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Acroteriobatus,Acroteriobatus annulatus,Acroteriobatus annulatus,LC,2006,VU,2020,140,TL,small,0.0021,3.1,1101.598203,3871.739434,9445.309762
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Acroteriobatus,Acroteriobatus blochii,Acroteriobatus blochii,LC,2006,LC,2018,96,TL,small,0.0021,3.1,342.0323077,1202.12612,2932.649206
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Acroteriobatus,Acroteriobatus leucospilus,Acroteriobatus leucospilus,DD,2008,EN,2018,120,TL,small,0.0021,3.1,683.1061117,2400.883428,5857.080021
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Acroteriobatus,Acroteriobatus ocellatus,Acroteriobatus ocellatus,DD,2008,DD,2018,81,TL,small,0.0021,3.1,201.9899988,709.9254898,1731.900164
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Acroteriobatus,Acroteriobatus omanensis,NA,NE,NA,DD,2017,60,TL,small,0.0021,3.1,79.67006736,280.0129309,683.1061117
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Acroteriobatus,Acroteriobatus salalah,Acroteriobatus salalah,DD,2006,NT,2017,78,TL,small,0.0021,3.1,179.6882076,631.5423511,1540.680419
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Acroteriobatus,Acroteriobatus variegatus,Acroteriobatus variegatus,DD,2008,CR,2017,75,TL,small,0.0021,3.1,159.1168691,559.2411599,1364.297902
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Pseudobatos,Pseudobatos buthi,NA,NE,NA,VU,2021,68.5,TL,small,0.0021,3.1,120.1343159,422.2308707,1030.054174
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Pseudobatos,Pseudobatos glaucostigmus,Rhinobatos glaucostigma,DD,2008,VU,2020,91,TL,small,0.0021,3.1,289.7708031,1018.444876,2484.549255
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Pseudobatos,Pseudobatos horkelii,Rhinobatos horkelii,CR,2007,CR,2019,138,TL,small,0.0021,3.1,1053.541084,3702.835162,9033.259003
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Pseudobatos,Pseudobatos lentiginosus,Rhinobatos lentiginosus,NT,2004,VU,2020,78,TL,small,0.0021,3.1,179.6882076,631.5423511,1540.680419
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Pseudobatos,Pseudobatos leucorhynchus,Rhinobatos leucorhynchus,NT,2006,VU,2020,106,TL,small,0.0021,3.1,465.0230609,1634.396387,3987.195009
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Pseudobatos,Pseudobatos percellens,Rhinobatos percellens,NT,2004,EN,2020,100,TL,small,0.0021,3.1,388.1738796,1364.297902,3328.275704
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Pseudobatos,Pseudobatos planiceps,Rhinobatos planiceps,DD,2004,VU,2020,125,TL,small,0.0021,3.1,775.2599494,2724.772526,6647.224322
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Pseudobatos,Pseudobatos prahli,Rhinobatos prahli,DD,2007,VU,2020,90,TL,small,0.0021,3.1,280.0129309,984.1493059,2400.883428
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Pseudobatos,Pseudobatos productus,Rhinobatos productus,NT,2006,NT,2014,156,TL,medium,0.0021,3.1,1540.680419,5414.962659,13210.0831
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos albomaculatus,Rhinobatos albomaculatus,VU,2008,CR,2021,80,TL,small,0.0021,3.1,194.3592739,683.1061117,1666.472895
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos annandalei,Rhinobatos annandalei,DD,2008,CR,2021,95,TL,small,0.0021,3.1,331.1078556,1163.730422,2838.980903
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos austini,NA,NE,NA,DD,2018,115,TL,small,0.0021,3.1,598.672919,2104.129748,5133.133979
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos borneensis,NA,NE,NA,EN,2021,90,TL,small,0.0021,3.1,280.0129309,984.1493059,2400.883428
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos holcorhynchus,Rhinobatos holcorhynchus,DD,2008,DD,2018,127,TL,small,0.0021,3.1,814.3626429,2862.205067,6982.498156
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos hynnicephalus,Rhinobatos hynnicephalus,NT,2006,EN,2020,100,TL,small,0.0021,3.1,388.1738796,1364.297902,3328.275704
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos irvinei,Rhinobatos irvinei,VU,2008,CR,2021,100,TL,small,0.0021,3.1,388.1738796,1364.297902,3328.275704
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos jimbaranensis,Rhinobatos jimbaranensis,VU,2006,CR,2021,99,TL,small,0.0021,3.1,376.2663768,1322.447118,3226.17854
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos lionotus,Rhinobatos lionotus,DD,2008,CR,2021,85,TL,small,0.0021,3.1,234.5443512,824.3428605,2011.027292
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos manai,NA,NE,NA,LC,2021,73.1,TL,small,0.0021,3.1,146.9501984,516.4794899,1259.978584
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos nudidorsalis,Rhinobatos nudidorsalis,NT,2006,DD,2018,50,TL,small,0.0021,3.1,45.27237952,159.1168691,388.1738796
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos penggali,Rhinobatos penggali,VU,2006,EN,2021,100,TL,small,0.0021,3.1,388.1738796,1364.297902,3328.275704
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos punctifer,Rhinobatos punctifer,DD,2004,NT,2017,90,TL,small,0.0021,3.1,280.0129309,984.1493059,2400.883428
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos ranongensis,NA,NE,NA,VU,2021,63,TL,small,0.0021,3.1,92.67914348,325.7353666,794.6483721
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos rhinobatos,Rhinobatos rhinobatos,EN,2007,CR,2021,162,TL,medium,0.0021,3.1,1731.900164,6087.034403,14849.63708
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos sainsburyi,Rhinobatos sainsburyi,LC,2003,LC,2015,60,TL,small,0.0021,3.1,79.67006736,280.0129309,683.1061117
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos schlegelii,Rhinobatos schlegelii,DD,2004,CR,2021,100,TL,small,0.0021,3.1,388.1738796,1364.297902,3328.275704
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos whitei,NA,NE,NA,CR,2021,84,TL,small,0.0021,3.1,226.0955918,794.6483721,1938.586042
Holocephali,Holocephalimorpha,Chimaeriformes,Rhinochimaeridae,Harriotta,Harriotta haeckeli,Harriotta haeckeli,DD,2006,LC,2015,72,PCL,medium,0.00389,3.12,279.0059106,988.594368,2425.643599
Holocephali,Holocephalimorpha,Chimaeriformes,Rhinochimaeridae,Harriotta,Harriotta raleighana,Harriotta raleighana,LC,2006,LC,2015,70,PCL,medium,0.00389,3.12,255.5300028,905.4127959,2221.5469
Holocephali,Holocephalimorpha,Chimaeriformes,Rhinochimaeridae,Neoharriotta,Neoharriotta carri,Neoharriotta carri,DD,2006,NT,2020,120,TL,large,0.00389,3.12,1373.350856,4866.158278,11939.74603
Holocephali,Holocephalimorpha,Chimaeriformes,Rhinochimaeridae,Neoharriotta,Neoharriotta pinnata,Neoharriotta pinnata,DD,2006,NT,2020,150,TL,large,0.00389,3.12,2755.121419,9762.149884,23952.69197
Holocephali,Holocephalimorpha,Chimaeriformes,Rhinochimaeridae,Neoharriotta,Neoharriotta pumila,Neoharriotta pumila,DD,2006,LC,2017,65,TL,medium,0.00389,3.12,202.7802656,718.5060276,1762.947073
Holocephali,Holocephalimorpha,Chimaeriformes,Rhinochimaeridae,Rhinochimaera,Rhinochimaera africana,Rhinochimaera africana,DD,2006,DD,2016,150,TL,large,0.00389,3.12,2755.121419,9762.149884,23952.69197
Holocephali,Holocephalimorpha,Chimaeriformes,Rhinochimaeridae,Rhinochimaera,Rhinochimaera atlantica,Rhinochimaera atlantica,LC,2006,LC,2020,147,TL,large,0.00389,3.12,2586.81934,9165.809517,22489.49408
Holocephali,Holocephalimorpha,Chimaeriformes,Rhinochimaeridae,Rhinochimaera,Rhinochimaera pacifica,Rhinochimaera pacifica,LC,2006,LC,2015,130,TL,large,0.00389,3.12,1762.947073,6246.604393,15326.84836
Elasmobranchii,Batoidea,Myliobatiformes,Rhinopteridae,Rhinoptera,Rhinoptera bonasus,Rhinoptera bonasus,NT,2006,VU,2020,110,DW,medium,0.0076,3.08,1742.331049,6074.237293,14733.40281
Elasmobranchii,Batoidea,Myliobatiformes,Rhinopteridae,Rhinoptera,Rhinoptera brasiliensis,Rhinoptera brasiliensis,EN,2004,VU,2020,104,DW,medium,0.0076,3.08,1465.898467,5110.518545,12395.849
Elasmobranchii,Batoidea,Myliobatiformes,Rhinopteridae,Rhinoptera,Rhinoptera javanica,Rhinoptera javanica,VU,2006,EN,2021,165,DW,large,0.0076,3.08,6074.237293,21176.43413,51364.62721
Elasmobranchii,Batoidea,Myliobatiformes,Rhinopteridae,Rhinoptera,Rhinoptera jayakari,Rhinoptera jayakari,NE,NA,EN,2021,90,DW,medium,0.0076,3.08,939.0919867,3273.928666,7941.097373
Elasmobranchii,Batoidea,Myliobatiformes,Rhinopteridae,Rhinoptera,Rhinoptera marginata,Rhinoptera marginata,NT,2006,CR,2021,200,DW,large,0.0076,3.08,10985.34226,38297.87437,92893.63958
Elasmobranchii,Batoidea,Myliobatiformes,Rhinopteridae,Rhinoptera,Rhinoptera neglecta,Rhinoptera neglecta,DD,2008,DD,2015,86,DW,medium,0.0076,3.08,816.3876673,2846.148221,6903.49194
Elasmobranchii,Batoidea,Myliobatiformes,Rhinopteridae,Rhinoptera,Rhinoptera steindachneri,Rhinoptera steindachneri,NT,2006,NT,2020,104,DW,medium,0.0076,3.08,1465.898467,5110.518545,12395.849
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Akheilos,Akheilos suwartanai,NA,NE,NA,DD,2020,53.7,TL,small,0.00316,3.11,87.84232551,309.9899687,758.4153444
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Atelomycterus,Atelomycterus baliensis,Atelomycterus baliensis,VU,2008,LC,2021,47,TL,small,0.00316,3.11,58.03742484,204.8103737,501.0850213
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Atelomycterus,Atelomycterus erdmanni,Atelomycterus marmoratus,NE,NA,LC,2021,51,TL,small,0.00316,3.11,74.82160909,264.0406903,645.9967459
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Atelomycterus,Atelomycterus fasciatus,Atelomycterus fasciatus,LC,2003,LC,2015,45,TL,small,0.00316,3.11,50.69611905,178.9033734,437.7014652
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Atelomycterus,Atelomycterus macleayi,Atelomycterus macleayi,LC,2003,LC,2015,60,TL,small,0.00316,3.11,124.0321251,437.7014652,1070.871773
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Atelomycterus,Atelomycterus marmoratus,Atelomycterus marmoratus,NT,2003,NT,2021,70,TL,small,0.00316,3.11,200.3266371,706.939936,1729.585306
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Atelomycterus,Atelomycterus marnkalha,Atelomycterus marnkalha,DD,2008,DD,2015,48.4,TL,small,0.00316,3.11,63.58473576,224.3864804,548.9795379
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Aulohalaelurus,Aulohalaelurus kanakorum,Aulohalaelurus kanakorum,VU,2003,DD,2017,78.5,TL,small,0.00316,3.11,286.1069638,1009.653242,2470.197712
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Aulohalaelurus,Aulohalaelurus labiosus,Aulohalaelurus labiosus,LC,2003,LC,2015,67,TL,small,0.00316,3.11,174.8140895,616.9077812,1509.314412
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium albipinnum,Cephaloscyllium albipinnum,NT,2010,CR,2018,110,TL,small,0.00263,3.21,1015.126071,3730.5505,9393.474653
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium cooki,Cephaloscyllium cooki,DD,2010,DD,2015,30,TL,small,0.00263,3.21,15.67504117,57.60519242,145.0490792
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium fasciatum,Cephaloscyllium fasciatum,DD,2010,CR,2020,42.4,TL,small,0.00263,3.21,47.58760653,174.8826815,440.3521774
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium formosanum,NA,NE,NA,LC,2021,65.5,TL,small,0.00263,3.21,192.2135658,706.3776945,1778.649282
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium hiscosellum,Cephaloscyllium hiscosellum,LC,2010,LC,2015,52,TL,small,0.00263,3.21,91.6263097,336.7232752,847.8645581
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium isabellum,Cephaloscyllium isabellum,LC,2003,LC,2017,92,TL,small,0.00263,3.21,572.0162785,2102.138517,5293.155763
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium laticeps,Cephaloscyllium laticeps,LC,2003,LC,2015,100,TL,small,0.00263,3.21,747.5658647,2747.276707,6917.604819
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium pictum,Cephaloscyllium pictum,NE,NA,DD,2020,71.7,TL,small,0.00263,3.21,256.9602535,944.3193604,2377.783112
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium sarawakensis,Cephaloscyllium sarawakensis,DD,2008,CR,2021,44,TL,small,0.00263,3.21,53.59602166,196.9633832,495.9510796
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium signourum,Cephaloscyllium signourum,DD,2010,DD,2015,74,TL,small,0.00263,3.21,284.3696757,1045.047966,2631.41635
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium silasi,Cephaloscyllium silasi,DD,2008,CR,2020,49.5,TL,small,0.00263,3.21,78.22258268,287.4650777,723.8330968
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium speccum,Cephaloscyllium speccum,DD,2010,DD,2015,69,TL,small,0.00263,3.21,227.1721267,834.8491037,2102.138517
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium stevensi,Cephaloscyllium stevensi,NE,NA,LC,2020,66,TL,small,0.00263,3.21,196.9633832,723.8330968,1822.601744
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium sufflans,Cephaloscyllium sufflans,LC,2004,NT,2020,110,TL,small,0.00263,3.21,1015.126071,3730.5505,9393.474653
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium umbratile,Cephaloscyllium umbratile,DD,2007,NT,2021,115,TL,small,0.00263,3.21,1170.818376,4302.71392,10834.17425
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium variegatum,Cephaloscyllium variegatum,NT,2010,NT,2018,74,TL,small,0.00263,3.21,284.3696757,1045.047966,2631.41635
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium ventriosum,Cephaloscyllium ventriosum,LC,2006,LC,2015,110,TL,small,0.00263,3.21,1015.126071,3730.5505,9393.474653
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium zebrum,Cephaloscyllium zebrum,DD,2003,DD,2015,45,TL,small,0.00263,3.21,57.60519242,211.6969364,533.0499632
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Poroderma,Poroderma africanum,Poroderma africanum,NT,2005,LC,2020,109,TL,small,0.00802,2.92,942.8707322,3080.623552,7136.080528
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Poroderma,Poroderma pantherinum,Poroderma pantherinum,DD,2004,LC,2020,77,TL,small,0.00802,2.92,341.758794,1116.621986,2586.588163
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Schroederichthys,Schroederichthys bivius,Schroederichthys bivius,DD,2005,LC,2020,82,TL,small,0.00316,3.11,327.6761837,1156.34837,2829.099119
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Schroederichthys,Schroederichthys chilensis,Schroederichthys chilensis,DD,2004,LC,2020,70,TL,small,0.00316,3.11,200.3266371,706.939936,1729.585306
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Schroederichthys,Schroederichthys maculatus,Schroederichthys maculatus,LC,2004,LC,2020,35,TL,small,0.00316,3.11,23.2025338,81.88026314,200.3266371
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Schroederichthys,Schroederichthys saurisqualus,Schroederichthys saurisqualus,VU,2004,VU,2020,70,TL,small,0.00316,3.11,200.3266371,706.939936,1729.585306
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Schroederichthys,Schroederichthys tenuis,Schroederichthys tenuis,DD,2004,LC,2020,47,TL,small,0.00316,3.11,58.03742484,204.8103737,501.0850213
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus boa,Scyliorhinus boa,LC,2004,LC,2020,54,TL,small,0.00316,3.11,89.37753836,315.4076371,771.6701049
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus cabofriensis,NA,NE,NA,LC,2020,47,TL,small,0.00316,3.11,58.03742484,204.8103737,501.0850213
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,Scyliorhinus canicula,LC,2008,LC,2021,100,TL,small,0.00316,3.11,607.4125994,2143.520354,5244.294628
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus capensis,Scyliorhinus capensis,NT,2004,NT,2020,112,TL,small,0.00316,3.11,864.075809,3049.268464,7460.280092
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus cervigoni,Scyliorhinus cervigoni,DD,2006,DD,2021,76,TL,small,0.00316,3.11,258.7105076,912.9728943,2233.661479
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus comoroensis,Scyliorhinus comoroensis,DD,2007,DD,2018,46,TL,small,0.00316,3.11,54.28260144,191.5598412,468.6665298
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus garmani,Scyliorhinus garmani,DD,2007,DD,2020,38,TL,small,0.00316,3.11,29.96475848,105.7437231,258.7105076
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus haeckelii,Scyliorhinus haeckelii,DD,2004,DD,2020,57,TL,small,0.00316,3.11,105.7437231,373.16286,912.9728943
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus hesperius,Scyliorhinus hesperius,DD,2004,LC,2020,47,TL,small,0.00316,3.11,58.03742484,204.8103737,501.0850213
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus meadi,Scyliorhinus meadi,DD,2006,LC,2020,75,TL,small,0.00316,3.11,248.2700463,876.1291717,2143.520354
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus retifer,Scyliorhinus retifer,LC,2006,LC,2020,59,TL,small,0.00316,3.11,117.7154731,415.4104027,1016.334899
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus stellaris,Scyliorhinus stellaris,NT,2006,VU,2021,162,TL,medium,0.00316,3.11,2723.174623,9609.909704,23511.41557
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus torazame,Scyliorhinus torazame,LC,2008,LC,2020,77.8,TL,small,0.00316,3.11,278.2469053,981.9155967,2402.335335
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus torrei,Scyliorhinus torrei,LC,2004,LC,2020,32,TL,small,0.00316,3.11,17.55901819,61.96465619,151.6015059
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus ugoi,NA,NE,NA,LC,2020,63,TL,small,0.00316,3.11,144.3553569,509.4208552,1246.339018
Elasmobranchii,Selachimorpha,Squaliformes,Somniosidae,Centroscymnus,Centroscymnus coelolepis,Centroscymnus coelolepis,NT,2003,NT,2020,137,TL,small,0.00302,3.12,1611.986966,5711.711385,14014.41947
Elasmobranchii,Selachimorpha,Squaliformes,Somniosidae,Centroscymnus,Centroscymnus macracanthus,Proscymnodon plunketi,NE,NA,DD,2017,69,TL,small,0.00302,3.12,189.6716925,672.0587624,1648.982725
Elasmobranchii,Selachimorpha,Squaliformes,Somniosidae,Centroscymnus,Centroscymnus owstonii,Centroscymnus owstonii,LC,2003,VU,2017,120,TL,small,0.00302,3.12,1066.200407,3777.840102,9269.417226
Elasmobranchii,Selachimorpha,Squaliformes,Somniosidae,Centroselachus,Centroselachus crepidater,Centroselachus crepidater,LC,2003,NT,2020,105,TL,small,0.00302,3.12,702.916875,2490.627035,6111.074188
Elasmobranchii,Selachimorpha,Squaliformes,Somniosidae,Scymnodalatias,Scymnodalatias albicauda,Scymnodalatias albicauda,DD,2003,DD,2017,111,TL,small,0.00389,3.13,1120.951025,3987.973643,9813.19717
Elasmobranchii,Selachimorpha,Squaliformes,Somniosidae,Scymnodalatias,Scymnodalatias garricki,Scymnodalatias garricki,DD,2014,DD,2021,40.6,TL,small,0.00389,3.13,48.1295942,171.2292052,421.3432942
Elasmobranchii,Selachimorpha,Squaliformes,Somniosidae,Scymnodalatias,Scymnodalatias oligodon,Scymnodalatias oligodon,DD,2004,LC,2020,26,TL,small,0.00389,3.13,11.92867741,42.43829573,104.4278124
Elasmobranchii,Selachimorpha,Squaliformes,Somniosidae,Scymnodalatias,Scymnodalatias sherwoodi,Scymnodalatias sherwoodi,DD,2003,DD,2017,85,TL,small,0.00389,3.13,486.1910416,1729.7072,4256.286355
Elasmobranchii,Selachimorpha,Squaliformes,Somniosidae,Zameus,Scymnodon ichiharai,Zameus ichiharai,DD,2008,VU,2021,151,TL,medium,0.0059,3.16,5071.826386,18264.70901,45333.4911
Elasmobranchii,Selachimorpha,Squaliformes,Somniosidae,Scymnodon,Scymnodon plunketi,Proscymnodon plunketi,NT,2003,VU,2017,170,TL,medium,0.0059,3.16,7375.913533,26562.20937,65928.10658
Elasmobranchii,Selachimorpha,Squaliformes,Somniosidae,Scymnodon,Scymnodon ringens,Scymnodon ringens,DD,2008,VU,2020,110,TL,small,0.0059,3.16,1863.794863,6711.915636,16659.15223
Elasmobranchii,Selachimorpha,Squaliformes,Somniosidae,Somniosus,Somniosus antarcticus,Somniosus antarcticus,DD,2003,LC,2017,600,TL,large,0.0059,3.16,396784.9367,1428905.656,3546581.651
Elasmobranchii,Selachimorpha,Squaliformes,Somniosidae,Somniosus,Somniosus longus,Somniosus longus,DD,2008,DD,2017,143,TL,small,0.0059,3.16,4270.307053,15378.27002,38169.27317
Elasmobranchii,Selachimorpha,Squaliformes,Somniosidae,Somniosus,Somniosus microcephalus,Somniosus microcephalus,NT,2006,VU,2020,640,TL,large,0.0059,3.16,486548.2817,1752162.26,4348913.098
Elasmobranchii,Selachimorpha,Squaliformes,Somniosidae,Somniosus,Somniosus pacificus,Somniosus pacificus,DD,2008,NT,2021,700,TL,large,0.0059,3.16,645813.37,2325709.198,5772471.775
Elasmobranchii,Selachimorpha,Squaliformes,Somniosidae,Somniosus,Somniosus rostratus,Somniosus rostratus,DD,2008,LC,2020,131.4,TL,small,0.0059,3.16,3268.575939,11770.82649,29215.50285
Elasmobranchii,Selachimorpha,Squaliformes,Somniosidae,Zameus,Zameus squamulosus,Zameus squamulosus,DD,2006,LC,2020,109.4,TL,small,0.0059,3.16,1831.858664,6596.906693,16373.69699
Elasmobranchii,Selachimorpha,Carcharhiniformes,Sphyrnidae,Eusphyra,Eusphyra blochii,Eusphyra blochii,NT,2003,EN,2015,186,TL,medium,0.00271,3.56,27591.07284,116856.6602,325413.3549
Elasmobranchii,Selachimorpha,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna corona,Sphyrna corona,NT,2004,CR,2020,92,TL,small,0.00069,3.372,279.0413081,1095.085995,2888.96077
Elasmobranchii,Selachimorpha,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna gilberti,Sphyrna lewini,NE,NA,DD,2020,69,TL,small,0.00282,3.129,182.8458286,650.2413841,1599.587174
Elasmobranchii,Selachimorpha,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna lewini,Sphyrna lewini,EN,2007,CR,2018,420,TL,large,0.00282,3.129,52056.2982,185124.045,455403.2629
